no of sites,inc mat,freq breakdown,inacc cost,satisfaction,delay rate
73,62,35,77,55,73.52
63,90,61,41,96,85.57300000000001
78,41,36,44,81,68.201
90,96,56,89,72,98.135
40,95,91,92,49,89.425
76,61,30,85,87,82.566
46,73,37,59,56,66.029
43,83,76,50,73,79.237
42,52,96,51,49,70.67399999999999
91,64,35,52,57,72.779
95,46,52,40,78,75.732
90,72,54,43,80,82.57300000000001
48,95,82,97,40,88.175
98,83,70,65,88,98.403
59,61,84,65,59,79.908
61,75,63,61,79,82.612
45,57,33,91,49,66.968
84,94,72,54,98,97.964
81,60,89,53,37,77.902
100,96,78,68,68,99.83999999999999
38,90,43,30,99,73.193
89,43,98,60,61,85.46700000000001
88,88,31,57,76,82.803
41,69,52,44,55,63.613
83,70,80,87,32,85.667
83,52,69,75,81,87.67999999999999
74,30,64,76,97,83.077
63,74,99,38,71,84.08699999999999
52,36,96,100,56,82.812
50,49,59,38,98,71.696
98,33,62,45,86,78.90100000000001
77,62,52,54,91,81.867
40,84,33,60,48,64.568
55,30,89,69,64,74.793
79,47,86,50,54,76.94999999999999
72,30,64,61,80,74.783
59,42,80,69,62,76.00299999999999
50,89,49,38,62,70.19600000000001
83,80,82,81,98,103.30699999999999
85,81,39,40,92,82.11
83,40,47,92,56,77.38999999999999
30,40,100,84,64,77.512
45,80,78,83,83,89.946
31,58,74,95,53,75.78
54,99,55,49,87,83.866
89,90,70,61,48,87.16100000000002
75,55,56,48,85,77.723
66,70,89,91,50,89.131
43,65,94,89,82,90.919
59,74,39,41,77,70.678
44,64,91,91,47,82.096
31,64,64,41,47,60.211999999999996
94,60,77,61,55,84.47399999999999
40,64,77,84,76,83.11600000000001
75,41,95,88,57,86.68299999999999
42,90,56,52,93,81.209
40,100,62,93,82,91.897
31,55,99,64,43,71.165
68,53,40,69,40,65.71499999999999
38,43,53,84,44,63.812
55,57,41,62,50,64.538
62,73,51,40,38,64.29
91,96,50,43,83,88.43
88,37,42,49,32,60.319
54,68,57,94,84,86.99
64,67,96,77,66,90.141
86,87,83,45,93,96.01199999999999
68,79,97,97,43,93.506
83,92,68,90,64,96.67599999999999
50,78,41,85,63,77.226
30,42,69,34,93,65.39099999999999
61,45,96,100,69,90.371
95,76,78,70,40,87.37599999999999
85,84,52,91,82,95.95700000000001
70,60,48,54,46,67.684
70,34,77,31,80,71.15700000000001
32,47,91,60,71,73.39099999999999
65,43,69,58,41,67.197
78,44,89,50,39,73.033
72,80,64,96,99,100.143
90,44,39,71,71,76.68
31,99,46,48,48,66.306
39,84,38,91,78,80.429
83,39,99,48,74,83.55199999999999
41,63,96,34,75,75.355
75,80,89,73,37,86.19
30,61,70,66,61,70.207
35,30,72,36,81,61.95099999999999
74,95,42,54,60,79.158
50,44,32,44,56,55.056
54,85,79,42,59,77.745
88,79,35,50,32,69.102
95,32,43,42,89,73.30099999999999
30,38,98,91,80,82.15700000000001
46,80,95,52,94,89.498
37,36,82,93,75,78.72
45,41,67,68,34,62.096
95,91,64,67,81,96.936
55,75,96,43,59,79.938
44,69,47,94,47,73.309
39,84,69,37,93,78.54599999999999
53,85,35,65,44,68.681
87,88,53,99,82,99.605
58,77,76,76,93,92.621
35,46,82,46,30,58.23
36,43,90,97,82,84.825
100,70,74,48,95,94.275
84,34,87,31,39,66.94
47,34,75,46,43,59.68299999999999
72,74,32,43,75,72.112
37,63,39,53,91,69.01599999999999
60,59,72,75,36,73.529
85,32,97,30,58,73.54599999999999
99,34,94,58,32,77.124
57,95,69,77,74,90.651
81,72,59,45,35,71.07600000000001
94,59,64,95,84,96.425
60,66,33,66,32,62.554
32,55,51,63,72,66.557
86,34,59,87,35,73.22
92,39,96,99,61,94.20599999999999
31,91,85,94,47,84.803
71,36,70,54,74,74.29799999999999
75,67,34,41,34,61.086999999999996
70,63,79,40,36,70.12799999999999
83,34,87,73,54,80.57900000000001
87,75,71,55,80,89.643
71,63,81,71,100,94.071
36,88,48,77,63,76.042
51,52,38,50,67,62.867
83,98,71,97,70,102.043
58,98,93,93,45,94.26400000000001
45,76,46,39,70,67.285
83,90,46,83,56,87.15899999999999
76,90,84,55,43,84.74799999999999
34,71,68,74,51,72.621
34,68,46,99,38,69.411
33,45,37,85,72,66.289
74,90,33,57,53,74.756
90,99,86,83,73,104.97399999999999
34,74,93,78,63,83.36500000000001
90,81,64,99,69,98.122
60,43,62,76,42,68.898
44,73,79,75,94,88.991
89,51,64,56,62,78.396
49,91,30,51,88,75.335
51,97,42,54,73,77.26499999999999
87,62,82,71,48,85.203
83,70,85,60,84,93.06599999999999
31,90,80,37,31,65.568
68,75,46,79,63,80.61200000000001
46,54,60,92,53,74.289
93,58,82,79,58,90.073
96,37,77,80,41,80.533
70,72,94,36,85,87.017
63,40,58,60,61,68.68299999999999
73,39,72,38,94,77.01400000000001
95,59,86,84,72,96.42199999999998
80,39,85,65,57,79.376
100,68,60,73,67,89.58600000000001
95,87,70,53,84,94.75699999999999
99,51,52,56,63,78.13300000000001
30,38,50,87,95,73.148
92,53,93,59,61,87.16999999999999
41,74,70,76,87,84.841
40,80,61,96,82,87.50200000000001
53,98,69,42,86,84.85
96,54,74,99,46,89.791
58,44,60,63,99,78.976
61,76,52,91,86,89.17699999999999
72,88,46,60,44,75.48
46,93,95,31,74,82.66699999999999
63,44,50,97,59,76.208
91,66,33,53,49,71.062
100,75,60,64,98,96.702
94,91,87,89,69,104.71199999999999
69,50,44,72,51,69.625
64,72,52,92,51,80.595
64,46,36,76,91,76.259
84,85,85,78,56,94.482
39,77,91,69,77,86.062
78,44,68,64,93,84.541
92,91,45,77,92,96.69900000000001
60,80,75,78,55,84.769
54,98,41,47,51,70.89999999999999
64,61,68,38,94,79.22800000000001
76,40,42,57,46,63.521
100,75,77,67,96,101.08899999999998
42,90,31,81,76,77.991
88,40,56,43,59,69.624
49,54,37,39,95,66.814
36,38,98,50,65,69.971
59,53,96,68,56,80.878
57,61,53,64,41,67.207
98,53,46,72,44,76.148
72,97,59,60,35,78.643
78,30,71,89,51,77.642
78,30,32,76,59,66.92699999999999
72,90,61,52,78,86.014
58,46,97,78,82,87.97200000000001
89,95,53,68,98,98.184
71,62,62,99,45,82.52000000000001
66,46,73,85,97,89.428
33,54,42,90,48,65.04
65,98,94,49,47,86.0
57,33,92,86,55,78.66699999999999
68,90,36,33,64,70.899
69,30,38,65,33,57.17
89,76,49,67,87,89.63399999999999
80,99,67,91,91,104.272
84,75,49,75,84,89.389
91,92,42,84,36,83.94999999999999
48,31,73,74,81,74.819
76,42,57,30,53,62.823
69,83,30,38,50,65.754
34,82,51,77,79,78.746
85,41,74,82,60,83.256
44,55,94,88,85,89.21300000000001
94,88,53,37,47,77.658
63,94,54,64,54,80.14
61,76,80,35,48,73.091
67,45,74,79,63,79.882
90,37,69,44,85,79.161
86,96,100,82,64,104.24199999999999
89,85,90,90,37,95.173
65,62,61,76,86,85.28
49,74,46,38,78,69.482
73,46,98,82,93,95.51299999999999
56,100,72,59,81,89.702
68,38,81,78,33,72.53099999999999
95,49,43,72,81,82.779
66,57,44,59,46,66.223
58,89,70,47,32,72.093
47,38,62,67,93,74.84
96,80,45,47,59,79.60799999999999
79,47,89,34,59,75.019
69,65,87,100,62,93.276
65,72,56,32,54,67.968
99,65,87,39,99,94.77799999999999
73,65,66,96,32,80.798
92,36,84,86,33,80.52699999999999
48,43,89,77,91,84.83
59,42,95,73,100,89.945
53,46,45,76,63,68.933
67,93,51,67,56,81.351
59,41,94,40,86,78.008
41,86,51,50,49,67.505
43,89,35,78,54,72.846
46,32,47,59,96,68.265
88,47,92,32,30,70.338
49,73,83,55,92,85.827
96,76,36,78,50,81.764
56,37,92,74,37,72.075
39,91,99,79,54,88.22500000000001
94,75,87,80,56,95.43599999999999
81,67,38,98,46,80.306
35,31,42,55,65,55.571999999999996
64,91,36,99,100,95.033
84,80,37,50,57,74.991
70,79,82,47,91,89.93999999999998
65,64,87,36,53,74.30699999999999
81,71,70,52,62,81.832
92,63,80,71,79,93.764
31,48,84,94,65,78.47699999999999
100,65,99,54,62,92.528
51,38,37,57,88,66.053
74,86,49,30,77,77.003
34,79,86,37,59,71.934
51,45,56,90,58,73.06599999999999
41,37,65,61,71,67.028
75,43,75,76,63,80.845
40,43,37,38,54,51.664
85,31,95,97,57,88.85
82,36,95,73,63,84.982
34,42,78,84,80,77.52
38,85,30,37,79,65.602
100,94,40,66,66,89.104
92,69,96,40,54,85.474
53,70,65,70,44,73.556
55,73,63,86,70,84.542
93,58,85,30,32,72.528
76,96,63,83,47,88.872
63,72,34,31,88,70.20299999999999
90,97,57,61,42,84.469
93,38,45,61,48,69.341
92,36,62,95,32,77.101
68,80,54,89,97,94.544
56,61,68,44,78,74.83
33,37,99,35,47,61.19
70,31,58,78,51,70.105
62,78,83,56,31,75.491
38,69,49,75,38,65.523
43,100,61,76,96,91.678
69,34,41,96,49,70.33099999999999
98,67,100,45,90,97.449
97,78,91,36,54,86.68800000000002
89,100,90,36,100,101.146
83,97,73,48,81,93.075
59,87,92,47,99,93.63
73,84,40,98,84,92.31599999999999
58,98,76,95,82,99.667
48,60,88,85,74,86.513
88,34,58,66,34,68.112
56,81,33,78,45,71.34700000000001
59,32,82,45,39,62.583999999999996
30,47,93,69,57,72.152
86,83,93,34,99,96.273
98,59,85,99,33,90.994
55,31,56,60,86,70.18799999999999
74,51,53,97,83,87.19
80,68,100,46,45,82.555
37,31,54,62,67,61.175000000000004
32,73,88,78,76,84.602
56,53,93,63,71,81.88
82,77,74,35,50,77.443
100,95,76,71,55,96.65199999999999
99,88,44,69,34,81.26299999999999
67,70,72,56,79,83.825
56,93,84,31,94,87.303
63,52,48,76,76,76.73400000000001
98,67,58,65,32,77.851
33,57,63,93,33,67.94999999999999
73,48,34,38,64,62.588
32,66,81,32,81,71.23299999999999
90,68,55,31,71,76.72
83,32,54,78,50,72.274
49,37,42,64,37,55.751
79,56,67,100,49,85.43499999999999
49,77,86,80,47,82.585
45,89,36,89,92,85.55699999999999
42,44,76,36,75,66.56700000000001
96,45,90,54,98,93.304
61,97,94,93,33,92.05
56,59,58,42,59,66.761
93,49,91,68,85,94.015
100,100,37,40,82,87.43799999999999
79,86,56,34,35,70.603
49,80,38,60,38,64.53999999999999
35,55,72,50,76,70.228
61,94,73,97,58,93.291
39,71,65,40,58,66.55199999999999
86,65,38,42,45,67.175
48,45,32,55,39,53.324
100,36,82,73,86,91.80099999999999
96,31,38,53,41,62.992
71,62,39,80,84,81.846
88,34,86,80,90,92.06599999999999
68,97,47,78,48,82.306
61,49,68,76,90,83.828
57,67,66,30,79,72.89099999999999
61,69,82,74,76,88.208
55,38,74,94,80,83.08000000000001
73,56,87,42,42,73.054
64,34,43,99,46,69.603
75,95,70,38,72,85.28399999999999
72,85,82,58,78,91.37599999999999
66,35,39,36,56,56.495999999999995
33,87,80,58,48,74.588
97,48,98,49,51,83.5
89,46,45,47,42,65.453
60,72,66,75,61,81.362
70,100,61,68,83,93.083
33,78,89,96,90,94.112
76,57,30,41,100,74.083
93,77,81,62,92,98.66399999999999
50,52,48,75,82,74.815
61,63,99,52,85,87.751
57,100,50,87,83,91.87
61,45,61,38,53,62.845000000000006
41,99,46,88,58,80.896
77,42,40,92,91,83.29299999999999
49,83,78,67,33,75.508
32,93,55,86,33,72.839
59,31,73,38,40,58.688
49,52,77,97,42,77.195
98,53,63,55,74,83.515
46,90,44,94,96,90.19
92,74,38,55,98,86.967
63,93,97,67,86,98.957
100,30,69,38,72,75.22999999999999
56,82,34,36,79,69.959
62,84,42,73,64,79.167
43,91,99,71,87,95.334
56,36,68,93,46,72.797
38,75,56,48,82,72.914
78,41,45,45,84,71.375
78,66,96,71,100,100.157
30,90,85,35,55,71.93999999999998
50,63,74,32,80,72.904
77,35,38,35,52,57.690999999999995
64,61,38,47,88,72.625
89,48,89,88,84,96.92999999999999
84,31,99,38,96,84.802
91,57,79,46,84,86.964
87,36,63,32,51,65.481
92,33,47,65,94,80.60900000000001
50,62,82,55,73,78.486
66,75,91,35,44,75.761
65,32,30,51,100,67.751
88,42,72,84,41,79.569
93,40,35,89,94,85.463
93,35,83,82,33,79.309
70,36,70,60,54,70.61399999999999
41,82,42,67,65,72.384
61,89,69,94,34,84.486
37,97,50,71,38,71.385
61,55,63,43,88,75.563
39,96,68,49,99,85.61599999999999
97,76,59,40,75,84.509
76,30,68,60,43,67.419
79,54,90,94,61,92.041
49,65,57,81,100,85.809
35,65,72,46,34,61.40599999999999
49,33,78,70,46,67.222
82,93,92,50,72,94.77400000000002
38,67,35,95,68,73.829
75,57,94,43,46,76.713
76,97,34,37,49,71.352
88,59,44,88,89,89.61699999999999
63,52,61,71,99,84.326
68,89,66,80,39,83.27099999999999
36,49,97,80,42,74.066
74,66,81,31,44,72.089
86,69,38,47,81,78.18599999999999
77,72,36,64,81,80.383
86,74,72,36,34,73.514
47,61,81,34,73,72.169
65,93,35,76,80,85.03
39,83,87,89,76,91.16499999999999
31,75,41,72,77,72.16699999999999
99,93,80,90,47,99.555
30,45,70,70,50,64.58
41,82,54,67,34,67.717
90,37,60,72,95,86.219
87,49,94,60,74,88.65599999999999
31,78,36,58,47,60.927
50,57,75,89,49,77.94
88,71,34,55,46,71.551
70,38,30,85,56,67.907
48,87,93,86,100,100.934
35,45,64,47,51,58.982
41,94,88,93,57,90.894
87,87,52,65,79,90.12
94,74,89,64,92,100.612
43,98,36,72,41,70.643
99,60,52,46,48,74.224
58,100,65,94,81,96.983
58,57,60,79,58,75.991
76,97,67,85,85,99.888
96,71,73,72,67,92.279
71,45,77,66,71,80.383
31,67,40,80,71,70.445
98,42,58,53,51,73.49
85,48,73,33,90,80.163
91,69,64,52,99,91.365
78,93,87,57,77,95.51199999999999
33,55,38,56,92,66.826
74,79,98,54,43,84.75299999999999
96,100,86,45,79,98.906
91,30,75,63,30,70.30099999999999
84,86,61,34,97,88.223
38,31,91,73,62,71.893
89,41,39,35,53,62.548
31,67,90,89,87,88.752
30,64,46,55,87,68.78
90,88,61,62,78,92.312
94,43,35,60,59,70.815
85,43,71,74,51,78.863
51,38,85,55,91,78.014
82,33,71,36,42,64.258
40,60,46,57,52,62.135
82,74,98,82,61,96.68299999999999
60,59,64,62,32,67.438
65,87,80,94,48,91.08
76,87,78,96,62,97.17
80,44,35,77,96,80.86699999999999
42,97,55,45,78,77.297
47,32,78,96,49,73.547
43,46,52,59,95,71.93
88,91,49,67,50,83.987
86,73,85,67,33,83.72999999999998
76,34,72,66,74,78.42399999999999
57,100,35,89,89,90.166
31,42,78,66,84,73.39999999999999
76,31,83,33,30,61.577
86,70,59,84,75,91.07499999999999
34,94,53,37,56,66.807
79,77,69,66,81,90.625
48,75,43,53,99,77.542
69,81,72,45,32,72.805
94,49,89,38,32,73.494
86,53,70,58,52,77.65799999999999
77,87,39,84,30,77.13999999999999
78,75,100,61,66,92.569
53,94,42,54,100,83.632
32,61,66,46,79,69.265
56,64,88,47,70,79.211
65,84,49,50,62,75.522
88,56,75,61,82,88.173
44,96,55,43,93,80.726
30,40,99,54,57,68.263
54,48,66,65,30,64.029
61,83,56,82,41,78.649
82,59,39,34,71,69.413
46,37,81,78,100,83.378
54,34,32,62,41,54.283
51,100,67,37,31,69.676
80,91,97,37,52,86.963
96,80,80,55,87,96.95199999999998
96,70,83,94,35,91.981
92,71,82,54,80,92.31799999999998
59,71,38,55,74,72.369
81,64,36,67,65,76.208
37,63,60,72,66,72.632
96,71,85,52,95,97.207
72,42,100,70,66,85.252
91,84,82,78,97,105.24499999999999
80,73,79,50,49,80.603
32,40,73,46,71,63.888999999999996
74,83,38,80,93,89.65699999999998
81,43,100,86,65,91.317
76,92,87,42,30,79.624
83,39,35,95,83,81.562
87,49,72,62,95,88.91899999999998
73,73,66,44,95,85.549
57,47,74,61,94,81.17099999999999
74,71,76,46,44,75.734
53,42,64,58,32,60.623999999999995
45,40,52,45,63,59.708
99,87,86,63,93,104.26399999999998
84,58,54,85,33,76.396
93,75,63,49,73,85.97
82,93,50,55,98,92.11099999999999
88,37,37,44,73,67.929
49,64,49,68,33,64.039
49,95,94,58,66,88.238
87,31,30,66,46,63.245999999999995
98,80,77,68,82,98.638
47,72,50,49,58,67.25899999999999
60,57,70,31,51,65.536
46,36,72,91,100,84.097
91,63,80,85,36,86.38900000000001
81,94,59,96,55,93.737
85,64,69,56,40,76.42999999999999
31,85,46,38,55,62.175
32,34,50,60,63,58.255
76,56,49,32,81,71.633
71,75,59,100,72,91.818
45,50,72,48,33,60.407000000000004
65,63,64,85,97,91.138
79,65,64,38,85,80.65299999999999
91,37,34,89,50,73.223
48,33,71,61,48,63.574999999999996
68,84,69,83,71,91.35199999999999
41,86,81,53,77,82.414
80,75,64,39,76,81.373
64,67,73,86,42,80.83599999999998
48,48,90,67,85,82.39399999999999
53,42,59,86,54,71.598
37,94,71,52,71,79.24499999999999
52,81,53,30,70,69.72
48,83,61,37,69,72.648
50,83,43,69,46,70.88099999999999
67,56,56,62,35,67.183
64,80,49,95,63,85.48400000000001
93,86,100,38,87,98.43899999999998
88,47,43,89,89,86.68799999999999
40,72,31,67,49,63.098
36,99,32,59,99,79.26799999999999
93,75,88,82,48,93.964
94,67,36,45,80,78.41499999999999
68,88,58,82,66,88.176
48,52,68,87,30,69.387
52,89,56,47,54,72.615
73,67,100,96,76,100.362
74,93,88,85,48,94.48700000000001
43,43,91,49,77,73.874
99,100,71,100,70,107.13199999999998
55,85,39,71,46,72.089
78,51,98,89,66,93.029
37,88,52,88,75,82.873
63,60,71,35,52,68.45499999999998
41,47,38,73,97,72.166
52,53,100,76,76,87.004
35,91,58,79,33,72.10799999999999
94,33,80,53,99,87.454
92,65,40,100,52,84.92399999999999
65,88,41,68,89,85.535
52,41,59,68,40,63.30800000000001
75,59,81,53,79,84.54400000000001
32,68,61,70,91,78.52499999999999
64,84,50,96,80,91.112
50,74,84,32,90,80.478
82,63,50,91,84,90.109
68,35,70,74,86,81.12799999999999
93,54,59,76,52,81.286
66,50,96,65,99,91.64599999999999
38,63,93,73,85,85.824
50,100,87,36,73,84.36099999999999
61,67,63,60,90,83.112
33,87,86,65,98,90.00299999999999
53,64,72,99,78,89.17699999999999
51,55,93,33,65,72.398
32,90,77,87,95,92.90800000000002
73,38,54,55,57,67.444
41,97,53,83,98,90.701
41,79,73,54,55,73.607
37,68,98,84,41,79.915
87,34,49,63,66,72.785
98,67,96,40,87,94.523
60,93,51,90,97,95.29100000000001
80,97,74,93,33,91.768
100,34,56,53,64,74.719
94,97,53,63,86,95.727
61,74,31,83,44,71.331
99,74,63,54,39,80.06299999999999
83,96,62,100,97,106.703
66,88,63,66,95,92.12899999999999
54,67,51,74,54,73.072
31,60,77,98,36,73.564
76,58,94,100,43,90.315
36,97,62,52,96,83.66399999999999
92,57,70,82,95,96.453
60,49,77,80,98,88.714
72,35,43,43,93,69.69
32,58,49,72,44,62.128
57,71,76,87,45,81.828
63,55,50,89,38,71.803
64,66,89,96,63,92.071
68,73,81,82,84,94.538
89,87,51,41,85,85.99799999999999
99,70,54,75,52,85.17899999999999
48,82,99,55,86,90.215
59,63,63,33,36,61.861
48,74,79,92,45,82.32900000000001
91,35,84,94,100,98.39999999999999
38,92,85,49,42,74.58099999999999
80,53,71,77,86,89.39699999999999
85,64,59,42,59,75.243
44,45,66,39,79,66.56400000000001
85,83,35,59,46,74.969
40,43,56,95,61,71.866
83,37,50,52,100,78.44999999999999
68,39,79,80,33,72.773
85,81,72,71,75,93.53
39,78,99,61,83,87.78399999999999
92,81,52,81,48,86.159
44,37,50,66,91,70.209
80,69,91,34,48,78.42200000000001
96,63,50,94,95,96.92099999999999
58,96,39,78,34,74.26
79,75,71,97,87,99.62799999999999
77,58,73,62,83,85.999
50,48,84,83,44,75.25699999999999
87,50,69,100,54,87.62
52,66,47,53,90,75.085
42,78,71,37,89,77.316
100,59,77,65,71,90.574
57,36,59,67,60,67.955
80,49,91,70,97,94.295
57,59,77,50,100,83.62799999999999
78,30,91,75,79,85.98
53,67,82,32,40,66.758
60,36,49,69,50,64.277
100,60,53,85,63,87.86200000000001
73,61,78,96,39,84.465
73,36,63,72,91,81.613
69,63,72,30,87,78.243
32,53,65,81,54,69.449
67,69,100,69,99,98.472
87,84,44,67,71,85.962
90,58,97,51,76,90.613
70,89,30,99,94,93.063
87,67,90,64,88,96.474
89,93,44,61,50,82.03900000000002
57,38,41,43,31,51.114
83,42,79,36,91,80.65299999999999
72,98,98,62,69,97.219
87,41,42,82,59,75.687
50,83,32,44,77,69.717
62,96,50,82,97,94.319
73,71,62,42,92,82.864
90,32,57,70,90,82.556
31,63,75,69,43,68.476
67,43,55,45,81,70.906
36,99,59,47,65,74.61
97,95,76,62,68,96.92399999999999
57,85,78,73,34,79.635
55,55,31,46,76,64.092
94,34,58,75,33,71.50599999999999
84,44,99,87,63,91.79599999999999
88,80,98,61,66,95.72100000000002
83,53,42,77,55,75.452
95,67,65,85,33,83.93799999999999
72,80,49,79,78,87.20700000000001
30,66,41,87,32,62.34899999999999
71,94,98,31,74,89.693
93,89,100,39,48,89.85900000000001
36,47,77,32,75,65.119
63,30,94,48,42,67.45599999999999
63,91,66,57,87,88.72
31,83,36,98,65,76.277
32,71,96,43,32,66.78099999999999
86,95,64,64,98,99.16999999999999
40,98,88,53,64,83.62299999999999
30,60,33,72,76,66.068
76,67,74,81,88,94.03899999999999
66,36,90,77,34,73.75699999999999
33,35,61,75,63,65.07
40,54,31,76,55,62.36300000000001
38,86,36,96,54,75.522
45,91,53,65,80,81.421
55,52,41,69,48,64.529
82,87,53,66,92,92.582
83,60,63,40,64,75.49799999999999
38,93,35,41,88,71.951
49,88,55,62,30,69.166
64,58,62,88,99,90.407
83,50,51,45,35,64.24000000000001
56,54,46,52,31,58.18299999999999
39,62,82,62,57,73.605
85,58,91,98,32,88.58000000000001
61,56,82,98,80,91.84799999999998
44,43,83,30,50,60.931999999999995
53,72,90,77,56,84.785
69,62,79,47,67,78.938
72,38,40,46,72,65.274
35,51,53,52,95,69.757
58,52,39,74,31,61.81699999999999
51,39,71,56,49,64.79499999999999
88,59,52,50,99,84.785
42,99,30,78,64,76.274
85,76,73,62,91,94.287
44,74,93,45,38,71.641
45,89,39,92,88,86.038
33,69,100,50,79,80.72699999999999
51,87,30,94,33,71.817
76,47,100,47,37,74.746
81,79,64,68,37,80.083
88,48,89,80,63,89.59899999999999
63,55,47,38,76,67.988
50,84,84,38,56,76.04599999999999
77,54,87,97,57,90.574
94,70,100,85,61,99.828
70,46,67,45,53,68.432
99,46,63,37,73,77.43
87,53,51,70,43,73.975
89,52,61,32,75,75.261
44,53,61,100,37,71.829
31,30,66,61,33,53.833999999999996
38,56,98,34,100,79.53399999999999
56,33,86,64,48,69.89999999999999
86,55,71,96,48,86.644
33,89,49,83,32,69.667
57,88,77,68,77,89.443
53,59,64,81,33,70.606
70,94,88,97,59,99.374
37,43,43,88,81,71.167
98,36,62,45,36,67.38300000000001
53,44,43,49,40,55.760999999999996
62,83,61,87,60,85.98100000000001
84,73,86,90,71,98.389
34,95,83,100,58,90.16999999999999
87,30,30,46,70,64.02199999999999
71,93,80,76,32,85.702
63,83,87,87,82,97.957
70,100,31,65,89,86.50399999999999
89,51,89,95,68,95.443
80,49,78,98,43,84.697
86,68,31,81,83,84.98599999999999
86,71,100,56,71,93.53899999999999
34,87,85,68,54,79.95
74,64,35,69,39,68.386
63,57,98,89,68,91.353
56,77,64,92,49,82.317
73,55,41,98,42,75.19399999999999
73,96,73,67,39,84.738
49,32,67,36,42,55.05199999999999
80,63,60,54,70,79.644
100,63,66,39,88,86.71300000000001
84,92,77,97,80,104.73499999999999
52,34,72,95,42,71.823
46,75,80,47,63,75.80799999999999
68,68,70,60,59,79.163
37,39,72,63,39,60.901999999999994
39,53,50,97,82,78.231
95,53,30,71,34,68.825
39,55,34,57,65,60.92999999999999
93,88,53,81,85,97.418
97,30,48,93,75,83.48
63,72,35,97,82,85.01499999999999
71,35,96,33,52,69.905
55,47,68,90,86,84.31
90,74,30,70,95,87.441
88,98,52,70,64,90.58600000000001
89,100,86,53,75,98.176
62,93,32,48,48,68.928
82,76,57,33,30,67.665
36,77,47,57,37,61.884
75,91,49,85,33,81.05
46,96,79,100,40,87.93199999999999
95,99,87,94,56,104.93599999999999
47,84,39,63,79,76.05
50,60,71,97,72,85.27499999999999
89,33,81,42,97,83.325
48,61,51,100,54,76.474
39,37,40,69,50,57.242999999999995
49,84,60,31,39,64.082
85,46,45,72,89,82.07499999999999
87,99,81,47,97,100.15999999999998
59,84,41,40,65,70.423
79,87,54,50,54,78.902
87,87,56,51,61,83.28399999999999
39,74,73,83,48,77.235
41,96,35,98,73,83.58500000000001
60,92,38,38,68,72.134
73,67,58,62,75,81.607
83,47,100,99,49,92.01599999999999
74,61,58,83,37,76.178
45,97,64,33,69,75.098
80,40,64,91,86,87.91899999999998
63,38,38,73,56,65.249
68,52,50,100,79,84.999
65,61,53,78,76,81.12
58,83,86,89,67,93.314
38,63,69,100,79,85.059
43,66,46,77,37,65.50999999999999
49,91,83,96,42,87.93199999999999
61,38,72,43,55,65.526
68,43,60,71,58,73.051
87,88,44,50,64,81.09200000000001
85,74,51,84,74,89.612
96,71,91,71,79,99.36800000000001
80,58,57,83,34,75.919
59,97,62,40,78,81.904
69,96,50,97,53,88.878
66,31,79,99,93,89.654
44,61,73,51,89,77.542
30,68,83,79,48,75.061
97,43,82,48,79,84.99300000000001
43,80,71,46,36,67.24799999999999
65,66,75,70,47,78.659
88,51,80,68,30,77.13399999999999
49,40,41,61,72,64.08500000000001
51,67,98,67,98,92.893
98,45,51,66,91,85.473
38,51,77,58,94,77.55199999999999
52,38,31,46,42,50.888
82,47,96,65,97,94.296
31,89,62,68,84,81.45
34,96,62,52,48,71.176
76,70,88,82,49,88.87499999999999
92,40,89,34,78,81.112
64,61,65,96,55,83.035
72,37,38,36,50,56.721999999999994
76,38,96,90,39,82.513
49,82,81,77,76,88.961
70,41,69,86,98,88.68799999999999
62,40,36,79,90,74.795
42,70,68,68,60,75.06
30,65,36,77,71,68.00999999999999
63,40,50,31,44,55.519000000000005
59,83,83,74,67,89.179
44,35,60,64,99,73.635
81,95,51,51,87,88.934
44,42,79,40,95,73.167
78,30,73,73,44,72.527
55,72,45,59,37,65.25999999999999
57,58,99,60,85,87.507
75,43,59,93,98,89.64699999999999
81,53,56,54,50,71.57
92,81,70,95,48,93.953
33,37,99,87,35,70.886
34,66,56,42,70,65.352
34,43,30,84,50,58.702
99,38,72,99,59,89.30999999999999
79,42,44,31,52,60.37500000000001
42,100,54,49,31,67.242
49,44,84,70,35,68.675
76,99,70,32,41,77.449
71,46,87,97,64,88.88499999999999
81,87,42,37,36,68.889
48,36,53,58,45,58.451
98,96,33,86,74,94.22
63,91,89,39,67,85.05799999999999
99,98,92,46,57,95.461
60,81,30,70,90,80.664
53,88,74,40,49,74.079
72,37,52,95,89,84.03
43,84,46,72,39,69.17699999999999
49,46,97,88,67,84.549
85,84,35,40,52,72.066
83,93,94,73,95,106.72800000000001
81,62,43,35,56,67.447
95,52,40,82,88,86.92399999999999
53,77,97,76,90,95.8
77,38,94,65,32,74.477
83,51,47,60,59,73.033
51,61,89,96,71,89.66499999999999
55,97,47,64,61,78.943
87,98,63,88,70,98.87199999999999
56,77,52,38,39,63.81700000000001
44,59,91,70,44,75.038
52,100,71,70,68,87.97799999999998
59,62,90,72,71,86.25699999999999
36,79,71,60,51,72.387
66,90,54,59,48,77.20500000000001
98,38,69,36,67,74.987
42,98,89,61,51,83.11000000000001
50,86,93,46,88,88.514
73,47,51,79,97,84.54
52,52,60,45,96,74.367
32,33,99,50,44,62.882
66,35,43,55,96,71.889
66,97,95,90,100,109.19
